ourgaiaids_oid,pop_id,TIC,gaiadr3_source_id,epic_id,per,group,age_Myr,disco_paper,author,year,solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot
162,163,412376096,6056702824347469568,,0.7504,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6056702824347469568,6056702824347469568,1510021841,2016.0,192.90699750530294,0.024286779,-59.49576078365847,0.029904323,7.447371533313145,0.03846566,193.61092,31.725168,-29.436215564754118,0.032872744,-11.831971924691807,0.04510258,0.26193032,0.016187528,-0.1848455,0.04331308,0.046312988,0.0070815235,-0.28681922,0.112378225,0.15717036,0.40132692,524,0,521,3,10.410584,1159.0582,0.2661091,13.968738,31,false,1.2184457,,,,,,,,60,26,0.067211814,65,21,0,0.022912025,140.39183,0,0,1.3402742,0.22884923,0.3652625,0.106637284,0.18974255,-83.01557,-59.281677,42.10209,-0.68866986,false,541,13793.19761654053,6.9877744,1973.9043,15.338204,59,1649.581319237267,9.001153,183.26334,17.295109,59,19732.29759790719,19.568542,1008.3683,14.009952,1.5501757,0,5,0,0,0,3.2851572,1.9569044,1.3282528,3.9267461,5.7454453,2,14,8,11,7.5208507,,,991.62396,,3400.0,4.5,0.75,101,,,,13.2497015,0.061762944,8,,VARIABLE,302.95608191451925,3.3759802993869386,222.07976546665898,-48.19293791674285,false,false,0,true,false,false,true,false,true,true,false,1.02215986E-13,5.160853E-13,0.99998087,3391.4412,3385.3567,3412.744,4.5283,4.5134,4.5341,0.3875,0.3724,0.3978,127.6222,126.6268,130.3482,1.453,1.4396,1.5071,0.8888,0.8804,0.923,0.6409,0.6353,0.6638,MARCS
163,164,258583707,6086566762700232960,,0.3142,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6086566762700232960,6086566762700232960,1761401113,2016.0,196.87750925612298,0.032378923,-45.822108272814845,0.02198634,8.669694228876672,0.040063206,216.4004,37.517483,-32.269873292641144,0.03744224,-19.13678854911107,0.025159916,0.2943921,-0.2782862,-0.23875126,-0.037652917,-0.0544059,0.016032306,-0.31070852,0.15783876,0.16091913,0.23243327,427,0,422,5,4.007454,798.6796,0.20424959,8.739313,31,false,1.206047,,,,,,,,49,18,0.054080237,56,22,0,0.023787044,139.96805,0,0,1.1410929,0.20204453,0.4629182,0.19794397,0.6961412,-159.38545,-19.988838,32.580647,-16.727322,false,421,14742.275168500417,13.223968,1114.8148,15.265956,48,1541.6625390869747,9.084715,169.6985,17.368568,49,21489.571491171035,48.392506,444.06818,13.917326,1.5622578,0,1,0,1,0,3.4512424,2.1026125,1.34863,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,305.8582029756574,16.958302791128684,215.2275983096791,-35.276233740587195,false,false,0,true,false,false,false,false,false,true,false,1.0206229E-13,5.1008633E-13,0.999996,3271.5698,3263.659,3274.8672,4.4751,4.4234,4.4807,0.4201,0.3893,0.4257,113.6313,112.7126,119.5197,1.373,1.3527,1.3856,0.8237,0.8108,0.8314,0.6165,0.6073,0.6217,MARCS
164,165,438709950,6083662127885920512,,1.0214,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6083662127885920512,6083662127885920512,492239337,2016.0,201.103128364981,0.17173734,-47.95838714761823,0.14553937,8.634762575704478,0.19551189,44.164898,44.18102,-38.12786227852767,0.19747955,-22.3210330068351,0.16367781,0.092385985,-0.28966653,-0.16759802,0.043518204,-0.04190403,0.069985226,-0.0028851146,-0.0052500954,0.120838426,0.02474708,248,9,236,12,7.575033,10205.85,1.5875798,581.3659,95,false,,0.922428,0.04723244,-0.19392808,-0.22462647,-0.06456676,0.030793509,-0.053430438,28,16,0.2756627,32,16,0,0.09589382,53.219143,38,0,1.3716161,,,,,,,,,false,235,20104.827396268418,35.40992,567.7739,14.929116,29,3302.1950794393474,126.44611,26.115433,16.541536,29,45482.1412538113,1220.1133,37.27698,13.103293,2.4264987,0,29,0,29,0,3.438243,1.6124201,1.8258228,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,308.6250296931585,14.548526814005024,219.588295528578,-35.83596577572937,false,false,0,true,true,false,false,false,false,true,false,1.02135904E-13,5.1016456E-13,0.99998873,,,,,,,,,,,,,,,,,,,,,,
165,166,241375625,6069546666301995136,,0.5183,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6069546666301995136,6069546666301995136,510602788,2016.0,204.71689545595902,0.021983081,-51.08523984784308,0.025756296,7.313639440408757,0.03258268,224.46402,30.336365,-26.617970079803875,0.032782953,-14.552616565772272,0.031226074,-0.039354354,-0.22387972,-0.15870118,0.076607175,-0.07903338,0.09947404,-0.413952,-0.2233029,0.050315168,0.06333552,322,0,322,0,17.959635,995.6759,0.21011135,17.715954,31,false,1.2544329,,,,,,,,37,18,0.046331372,40,20,0,0.010149588,39.710094,0,0,1.7910372,0.17914611,0.09266644,0.17739592,0.5856817,164.74643,-88.9874,54.396946,-19.843348,false,347,34976.71302731506,34.374657,1017.5145,14.327919,36,5864.470157230508,39.56444,148.22578,15.917971,37,45537.92398758971,94.948524,479.60645,13.101962,1.4696176,0,0,0,1,0,2.8160086,1.5900517,1.2259569,8.967043,5.528093,2,18,6,13,12.111361,,,804.5612,,3500.0,4.5,0.5,101,,,,12.551185,0.038460612,13,,VARIABLE,310.48986685811906,11.08916441064828,223.97143536636847,-37.545894295582535,false,false,0,true,true,false,true,false,true,true,false,1.7308995E-13,8.6457566E-13,0.99296397,3420.3533,3419.0146,3422.536,4.2011,4.1974,4.2025,-0.1652,-0.1732,-0.159,132.6192,132.049,133.7966,1.0096,1.0038,1.0163,0.6441,0.6403,0.6485,0.4271,0.4247,0.4298,MARCS
166,167,179368022,6117335633532511488,,0.1933,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6117335633532511488,6117335633532511488,565437795,2016.0,211.87428104797795,0.031739365,-38.90747569970084,0.02879902,8.98147457077531,0.03564897,251.94205,40.86198,-31.33868559258383,0.038222693,-26.221901255986356,0.04190145,-0.09991567,-0.4194531,-0.1249826,-0.12826087,-0.029060923,-0.16410586,0.22388823,-0.034124117,0.08295827,-0.31738904,177,0,176,1,3.8401258,296.598,0.16084065,5.7890344,31,false,1.2276841,,,,,,,,21,14,0.06441608,31,9,0,0.057208285,30.824549,0,0,1.2125996,0.38359284,0.13353646,0.26014835,0.82212806,-125.89215,46.325565,3.7803817,-25.476755,false,227,22851.008453369664,27.11699,842.6824,14.790104,29,3004.6657148779527,16.30117,184.32208,16.644053,27,31582.08450335231,67.78836,465.89243,13.499293,1.5135765,0,1,0,0,0,3.1447592,1.8539486,1.2908106,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,318.7576733631703,21.615577945998194,223.4881259208268,-24.3799667630398,false,false,0,true,true,false,false,false,true,true,false,1.0414262E-13,5.2056574E-13,0.99979013,3363.3164,3360.9316,3365.7988,4.4343,4.4305,4.4382,0.1561,0.1514,0.1606,111.4293,111.0484,111.8706,1.3504,1.3428,1.3578,0.8356,0.8308,0.8403,0.5824,0.5793,0.5855,MARCS
167,168,241841997,6104539001808460928,,0.1545,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6104539001808460928,6104539001808460928,593604865,2016.0,216.9932880992619,0.039236244,-39.39127176917089,0.036399942,6.866678851872816,0.04328436,158.6411,30.28229,-22.254065596263388,0.048052736,-20.53712694473682,0.04608633,-0.053567514,-0.32825974,-0.1538764,-0.23915654,-0.023009615,-0.22531195,0.29868734,-0.07700488,0.14104958,-0.11067271,180,0,180,0,22.768118,1015.1089,0.28582895,37.43093,31,false,1.2543839,,,,,,,,21,15,0.070392214,27,10,0,0.010680043,177.25159,0,0,2.4352436,0.22419985,0.08870666,0.21153972,0.8430338,-108.62836,37.829193,4.51392,-26.186289,false,214,53664.764179868595,74.68639,718.53467,13.863144,24,9015.631627064424,44.20752,203.93887,15.451052,25,70253.45608415917,240.2163,292.45917,12.631227,1.4771161,0,0,0,0,0,2.8198252,1.5879078,1.2319174,30.508833,6.3567405,2,8,3,8,12.75728,,,801.20953,,3400.0,4.5,0.25,101,,,,12.022719,0.026416063,5,,VARIABLE,322.5523220494939,19.774385269475747,227.73048815403834,-23.407509436751646,false,false,0,true,true,false,true,false,true,true,false,1.160294E-13,5.7956103E-13,0.99861324,3460.3096,3458.6382,3461.879,3.9547,3.9541,3.9556,-0.1793,-0.1898,-0.169,139.9068,139.3643,140.4416,1.0576,1.0532,1.0622,0.6762,0.6733,0.6792,0.4482,0.4464,0.45,MARCS
168,169,334325329,5906896357885973760,,1.3106,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 5906896357885973760,5906896357885973760,1185950998,2016.0,225.13089111010814,0.022919582,-46.35873788831596,0.023441186,7.09238371947472,0.030911183,229.44395,30.832518,-21.90149812581985,0.03836851,-21.70180851709966,0.036365036,-0.25046843,-0.076238394,0.0035682523,0.061119206,0.01018775,0.083215006,0.11485839,-0.21099766,0.05790721,-0.13942851,208,0,208,0,-0.7852274,188.04022,0.0,0.0,31,false,1.2630845,,,,,,,,24,15,0.055575147,30,8,0,0.016155094,106.74776,0,0,0.9596639,0.21634404,0.238588,0.15549473,0.66451573,15.3682375,46.26465,46.289066,-33.01672,false,240,18867.807522048384,14.161368,1332.3435,14.998063,29,3362.6358296382678,16.186256,207.74635,16.521843,28,24174.250306635924,38.927715,621.0036,13.789513,1.4594641,0,12,0,0,0,2.7323303,1.5237799,1.2085505,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,324.9733200373554,10.91508402767459,236.53621812555562,-27.995319470193884,false,false,0,true,true,false,false,false,true,true,false,1.2558453E-13,9.263401E-13,0.9976672,3422.3123,3420.6443,3424.1333,4.4038,4.4016,4.4078,-0.2811,-0.2879,-0.2737,139.2587,138.6981,139.8629,0.9515,0.945,0.958,0.6124,0.6081,0.6166,0.3974,0.3948,0.4,MARCS
169,170,334838280,5907453810283014656,,1.3868,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 5907453810283014656,5907453810283014656,459245989,2016.0,225.6429572172302,0.037345402,-44.32591584825016,0.043592636,6.795644856824874,0.05253039,129.36598,30.11029,-21.173277541198537,0.0558524,-21.40845403047264,0.06944571,-0.46603683,-0.041176867,0.025242876,-0.26508442,-0.0825355,-0.23254052,0.49309853,-0.053008158,-0.2607206,-0.35917786,241,0,240,1,1.0709887,278.20447,0.14237213,1.8821275,31,false,1.2387753,,,,,,,,29,14,0.10665446,33,9,0,0.01648343,71.069336,0,0,1.0483643,0.1388943,0.42209038,0.15794843,0.67910993,34.40182,49.254574,50.69953,-35.06925,false,267,8794.558541551225,7.5051007,1171.8109,15.826832,31,1295.6305641987744,12.5073185,103.5898,17.557339,31,11979.567316270648,27.259418,439.46524,14.551793,1.5094786,0,9,0,9,0,3.0055456,1.7305069,1.2750387,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,326.30871599008816,12.512644556067974,236.2045404668829,-25.952162977205518,false,false,0,true,false,false,false,false,true,true,false,1.1961469E-13,6.4143124E-13,0.9982583,3477.9067,3474.7942,3481.1274,4.7244,4.7219,4.7263,0.3765,0.3713,0.3815,142.3254,141.6643,142.9545,1.2306,1.2203,1.2407,0.7715,0.765,0.778,0.5342,0.5301,0.5384,MARCS
170,171,366178112,5907570633391708800,,0.3646,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 5907570633391708800,5907570633391708800,1672067083,2016.0,226.66231778261007,0.020846838,-43.95798772056571,0.019335473,6.662135617778588,0.028663918,232.42236,29.348278,-20.354441487181113,0.03307036,-21.14280422225758,0.029134152,-0.14756382,-0.19802849,0.01728138,-0.012493174,0.06890686,0.060213,0.23220527,-0.19154206,0.1684737,0.034807675,295,0,295,0,8.640202,563.35046,0.14500768,7.4602075,31,false,1.2448474,,,,,,,,33,16,0.045991734,37,9,0,0.0074455375,70.18011,0,0,1.378151,0.08533416,0.16346854,0.052158475,0.6876646,8.098637,25.86976,56.670757,-32.3873,false,326,31056.240383738223,32.123215,966.785,14.456995,33,4761.516266308565,30.666372,155.26833,16.144178,34,41247.391756001016,118.54401,347.95004,13.209404,1.4814706,0,0,0,0,0,2.9347744,1.6871834,1.247591,-23.767485,6.2660728,2,8,4,7,7.055623,,,926.85425,,3400.0,4.5,0.25,101,,,,12.622388,0.047124404,8,,VARIABLE,327.14596860473273,12.465166139034583,236.85246644985125,-25.37821913460368,false,false,0,true,true,false,true,false,true,true,false,1.7308995E-13,8.6457566E-13,0.99296397,3373.9185,3372.2852,3376.29,3.9445,3.9406,3.9519,-0.4126,-0.4211,-0.4005,149.5681,148.8726,150.4977,1.1544,1.1487,1.1595,0.73,0.7264,0.7333,0.4906,0.4883,0.4926,MARCS
171,172,160539036,5907508197444116096,,0.6462,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 5907508197444116096,5907508197444116096,439661126,2016.0,226.99090933951248,0.02121401,-44.08294358894877,0.020419756,7.23660453066342,0.027983647,258.6012,30.060966,-18.841109619836303,0.029632393,-23.423797961678105,0.02891686,-0.33943394,-0.14106217,-0.13284296,-0.028809823,0.09098284,-0.0018266812,0.18424296,-0.09545925,-0.02846646,-0.21361467,235,0,229,6,5.4243712,343.82108,0.1140965,4.8232546,31,false,1.2741963,,,,,,,,27,15,0.04470665,30,10,0,0.016157137,31.098377,1,0,1.2653207,0.115875244,0.33696768,0.16707385,0.6457846,50.195724,41.999516,46.237385,-35.779816,false,257,34144.72726848806,52.29723,652.89746,14.354057,29,6644.4160664122965,51.346718,129.40294,15.7824,29,42904.20389810326,147.91692,290.0561,13.166646,1.4511353,0,2,0,1,0,2.6157541,1.4283428,1.1874113,-25.583189,8.945314,2,8,7,7,6.8787284,,,577.6058,,3400.0,3.5,-1.0,111,,,,,,,,NOT_AVAILABLE,327.2890575708641,12.23733297456605,237.14356581756198,-25.426177253607545,false,false,0,true,true,false,false,false,true,true,false,1.3750302E-13,6.868207E-13,0.99648726,3468.0935,3464.7175,3476.5496,4.2345,4.2241,4.2527,-0.3651,-0.3846,-0.311,138.6453,137.7916,140.4363,0.7995,0.792,0.8075,0.5212,0.5163,0.5265,0.3335,0.3305,0.3368,MARCS
172,173,140765939,6003464844942163584,,0.8952,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6003464844942163584,6003464844942163584,1082939511,2016.0,228.41623444187616,0.05869269,-43.672453453569275,0.056210548,6.690295762235624,0.079156585,84.51976,29.74514,-20.300326251759987,0.09045021,-21.740977681813362,0.07691461,-0.41576526,0.066097744,-0.32783917,0.19686155,-0.22617947,0.28898177,-0.096408494,-0.41142654,0.19465478,-0.35997388,217,0,217,0,1.4474531,277.78204,0.18122853,1.3913153,31,false,1.2185832,,,,,,,,25,15,0.14158867,32,10,0,0.035131782,47.221317,0,0,1.0695034,0.09518111,0.36848715,0.13507494,0.59703124,-26.309666,41.99278,-43.168488,-35.251198,false,249,4565.359207034107,5.476673,833.6008,16.53868,30,549.2238906717986,12.130483,45.276344,18.489168,29,6459.677243202441,17.833046,362.23074,15.222368,1.5352354,0,1,0,0,0,3.2668,1.950489,1.3163109,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,328.40501719223255,12.053533825721058,238.09327444330236,-24.73038397953215,false,false,0,true,false,false,false,false,true,true,false,1.02322596E-13,8.7928406E-13,0.99997026,3298.3137,3285.5151,3316.414,4.7813,4.7737,4.7931,0.4014,0.392,0.4196,146.2496,143.3982,148.4823,1.2164,1.1724,1.2685,0.7408,0.7133,0.7733,0.5367,0.5179,0.559,MARCS
173,174,76698847,6207532832961460608,,0.7473,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6207532832961460608,6207532832961460608,618011972,2016.0,229.06875663452584,0.038728483,-32.38598746371606,0.030146543,7.494421138025118,0.04205011,178.22597,33.01235,-21.9692480667146,0.04851896,-24.64076352591657,0.038142018,0.0076024197,-0.14572683,-0.18115215,-0.11388328,-0.1832956,-0.07701805,0.14213379,-0.052374896,0.16620833,-0.018663084,192,0,191,1,0.8315607,220.39522,0.084800564,0.7269592,31,false,1.2358917,,,,,,,,22,14,0.06765198,28,12,0,0.007817172,52.745647,0,0,1.0416056,0.120479465,0.2447283,0.2156771,0.733493,-86.1977,7.6080017,-19.890003,-31.585411,false,241,10643.115056125253,11.40313,933.35034,15.619695,25,1496.34654322944,14.645001,102.17456,17.40096,24,14442.57169622965,53.553158,269.68665,14.348784,1.4975802,0,0,0,0,0,3.0521765,1.7812662,1.2709103,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,335.2884177051172,21.23363168985774,235.27999258022243,-13.747645662549456,false,false,0,true,false,false,false,false,true,true,false,1.0819808E-13,7.6715994E-13,0.9993886,3474.2754,3471.6233,3477.4714,4.7197,4.717,4.722,0.3756,0.37,0.3819,128.3341,127.95,128.674,1.2879,1.2791,1.2959,0.8059,0.8002,0.8109,0.5588,0.5551,0.562,MARCS
174,175,173267960,6002137188957931008,,0.6336,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6002137188957931008,6002137188957931008,1342748095,2016.0,234.4932575153021,0.02408993,-40.63477991311172,0.023847982,5.358885327519643,0.03593108,149.14345,24.70377,-12.211426666191494,0.037434727,-21.474573119479313,0.03351784,-0.419098,0.029577956,0.14330928,-0.26124054,-0.33429065,-0.10803043,0.63060325,-0.39558092,-0.13780326,-0.3660936,324,8,323,1,4.0100784,449.50067,0.112567924,3.6973052,31,false,1.2417809,,,,,,,,38,16,0.05911775,45,6,0,0.019242996,102.53111,0,0,1.1620501,,,,,,,,,false,383,24709.63760142471,20.302265,1217.0878,14.705201,44,3729.367225319501,15.926065,234.16751,16.409454,45,33032.17787921441,58.24162,567.1576,13.450553,1.4877411,0,2,0,0,0,2.9589014,1.7042532,1.2546482,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,333.95795859185074,11.99573386173897,241.91072154005596,-20.595328219756485,false,false,0,true,true,false,true,false,false,true,false,1.2558453E-13,6.710296E-13,0.9976672,3516.8013,3515.2244,3518.52,4.1265,4.1213,4.1335,0.1462,0.143,0.1495,179.6147,178.4797,180.4512,1.3859,1.3811,1.3904,0.8751,0.872,0.878,0.5906,0.5887,0.5924,MARCS
175,176,179357494,5995830115391559424,,0.4067,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 5995830115391559424,5995830115391559424,1023125134,2016.0,236.80480904840886,0.037184425,-41.247499345050535,0.031879757,5.979240988245745,0.047069915,127.02894,24.925755,-15.632193120627672,0.056295764,-19.414627142343534,0.048076116,-0.3459164,0.0023110874,0.16503277,-0.21289189,-0.09441682,-0.19670959,0.66205585,-0.2804005,-0.051922925,-0.34788436,375,0,375,0,11.523795,861.1185,0.25835767,13.357366,31,false,1.2343616,,,,,,,,43,18,0.08695103,48,8,0,0.0036167535,54.973938,0,0,1.4512357,0.14867127,0.46815065,0.22310981,0.25728184,-107.954704,17.000946,-27.696478,-38.874603,false,408,15401.324818946105,21.764317,707.6411,15.218472,46,2167.0984913085886,15.520948,139.6241,16.998846,47,21008.0007425963,73.56245,285.5805,13.941934,1.5047472,0,0,0,0,0,3.0569124,1.7803745,1.2765379,12.413674,7.338088,2,16,4,12,6.1318126,,,925.0981,,3300.0,1.5,-1.0,111,,,,13.367519,0.066245615,16,,NOT_AVAILABLE,334.97480636141137,10.437127104881947,243.87967324249036,-20.77125784813752,false,false,0,true,false,false,false,false,false,true,false,1.0885115E-13,6.0017974E-13,0.99932396,,,,,,,,,,,,,,,,,,,,,,
176,177,442575691,6016521378023539456,,0.4291,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 6016521378023539456,6016521378023539456,880024914,2016.0,237.01225846109992,0.030503662,-30.908823553037642,0.019124867,6.794251440126313,0.03377015,201.19102,28.299324,-16.160743654238978,0.03894521,-23.2310589658314,0.024471141,-0.22864829,-0.19824815,-0.07004185,-0.044731684,0.21467775,0.010249912,0.6574375,-0.24388447,0.13097519,-0.10270318,441,0,441,0,24.227919,1544.5853,0.20523852,27.295862,31,false,1.2649661,,,,,,,,50,16,0.054447044,60,12,0,0.042870622,93.01907,0,0,1.9231352,0.46304625,0.6519718,0.4063316,0.15602642,-165.09468,7.044065,-45.42821,5.238646,false,517,50294.59432520232,49.16416,1022.99304,13.933563,59,9152.41372399806,37.071674,246.88428,15.434703,59,64059.02554309823,156.76031,408.64313,12.731444,1.4556522,0,0,0,0,0,2.7032585,1.5011396,1.2021189,-7.572918,3.996034,2,21,1,9,21.524397,,,921.40967,,3500.0,4.5,0.0,101,,,,12.148777,0.035984125,23,,VARIABLE,341.9385246718774,18.278896087285602,241.61816723346527,-10.662238378338088,false,false,0,true,true,false,true,false,true,true,false,1.3750302E-13,6.868207E-13,0.99648726,3469.3142,3467.9126,3470.8916,4.0014,4.0005,4.0032,-0.3481,-0.3546,-0.3397,139.9686,139.4431,140.5487,0.976,0.9721,0.9797,0.6311,0.6284,0.6334,0.4093,0.4077,0.4108,MARCS
177,178,84187344,5969054327225266688,,3.9769,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 5969054327225266688,5969054327225266688,41163110,2016.0,249.72812636942555,0.06399521,-40.92217062569762,0.033466768,5.765522139660012,0.06557411,87.92376,24.044703,-11.881728159371566,0.08987358,-20.90388163363489,0.07112096,-0.18231219,-0.02078511,-0.3434386,-0.15070134,0.09476905,-0.042339955,-0.50711066,-0.0743323,0.06870163,-0.13215095,565,0,564,1,0.548741,667.4276,0.13203822,0.98385847,31,false,1.2136476,,,,,,,,65,19,0.12787037,67,17,0,0.014151797,173.35239,0,0,1.0158567,0.43345457,0.6649006,0.39352328,0.30229047,-160.2417,13.741492,-45.11108,20.022121,false,580,3647.062677507235,3.4731195,1050.0826,16.782509,63,403.24671051000445,5.746005,70.17862,18.824615,64,5271.79392225655,11.935098,441.70514,15.443,1.5560579,0,0,0,1,0,3.3816156,2.0421066,1.339509,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,342.29704873317087,3.9487207568093057,253.9645633894147,-18.60475218429807,false,false,0,true,false,false,false,false,true,true,false,1.02086E-13,8.126757E-13,0.999994,3322.371,3273.12,3340.9648,4.5978,4.5883,4.6621,0.3563,0.1963,0.3936,189.2977,179.3127,201.4338,1.621,1.5296,1.6574,0.9825,0.9267,1.0039,0.705,0.6718,0.7182,MARCS
178,179,85125492,5969505470595968000,,0.7574,UCL/LCC,16.0,Rebull_2022,Rebull,2022,1636148068921376768,Gaia DR3 5969505470595968000,5969505470595968000,508359306,2016.0,250.13995149015355,0.021207059,-39.12281197153585,0.012522657,5.676964998167927,0.021656936,262.13147,24.410383,-12.458655793421809,0.030591654,-20.991633725977575,0.025435816,-0.54404765,-0.24729976,-0.596808,0.33914056,0.16081452,0.49460542,-0.74973935,0.137788,0.07600528,-0.59143686,609,0,608,1,1.5226471,611.87225,0.0,0.0,31,false,1.3219141,,,,,,,,69,16,0.051634345,72,23,0,0.02198516,147.25667,0,0,1.0436037,0.3806975,0.71898043,0.35564387,0.34649006,-172.9011,14.155567,-50.16755,17.648285,false,614,51542.63561580969,52.857407,975.1261,13.90695,68,13301.90936784096,61.925766,214.80411,15.028757,69,57305.26206891169,142.45712,402.2632,12.852409,1.3698789,0,1,0,0,0,2.1763477,1.1218071,1.0545406,0.22164379,2.8344264,2,27,10,12,19.242489,,,751.228,,3900.0,4.0,0.0,111,,,,12.328732,0.030023191,19,,NOT_AVAILABLE,343.85879738647594,4.904049535093588,254.02157497815415,-16.77877960626545,false,false,0,true,true,false,false,false,false,true,false,1.7308995E-13,8.6457566E-13,0.99296397,,,,,,,,,,,,,,,,,,,,,,
